Volcano Name,Eruption Type,Max. VEI,Country,Volcanic_Region,Volcano_type,Summit,Year,Latitude_value,Longitude_value
Villarrica,Confirmed Eruption,1,Chile,South America,14,2847,2013,-39.42,-71.93
Ulawun,Confirmed Eruption,1,Papua New Guinea,Melanesia and Australia,14,2334,2013,-5.05,151.33
Raung,Confirmed Eruption,1,Indonesia,Indonesia,14,3260,2013,-8.119,114.056
Veniaminof,Confirmed Eruption,3,United States,Alaska,14,2507,2013,56.17,-159.38
Chirinkotan,Confirmed Eruption,1,Russia,Kuril Islands,14,724,2013,48.98,153.48
San Cristobal,Confirmed Eruption,1,Nicaragua,México and Central America,14,1745,2013,12.702,-87.004
Semeru,Confirmed Eruption,1,Indonesia,Indonesia,14,3657,2013,-8.108,112.922
Kikai,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",1,704,2013,30.793,130.305
Kerinci,Confirmed Eruption,2,Indonesia,Indonesia,14,3800,2013,-1.697,101.264
Turrialba,Confirmed Eruption,2,Costa Rica,México and Central America,14,3340,2013,10.025,-83.767
Pavlof,Confirmed Eruption,3,United States,Alaska,14,2493,2013,55.417,-161.894
Mayon,Confirmed Eruption,2,Philippines,Philippines and SE Asia,14,2462,2013,13.257,123.685
Lascar,Confirmed Eruption,1,Chile,South America,14,5592,2013,-23.37,-67.73
Pacaya,Confirmed Eruption,2,Guatemala,México and Central America,2,2569,2013,14.382,-90.601
Tangkuban Parahu,Confirmed Eruption,2,Indonesia,Indonesia,14,2084,2013,-6.77,107.6
Barren Island,Confirmed Eruption,1,India,Indonesia,14,354,2013,12.278,93.858
Etorofu-Yakeyama [Grozny Group],Confirmed Eruption,2,Japan - administered by Russia,Kuril Islands,2,1158,2013,45.012,147.871
Mariana Back-Arc Segment at 15.5°N,Confirmed Eruption,0,United States,"Japan, Taiwan, Marianas",16,-4100,2013,15.406,144.506
Karkar,Confirmed Eruption,3,Papua New Guinea,Melanesia and Australia,14,1839,2013,-4.649,145.964
Sangay,Confirmed Eruption,2,Ecuador,South America,14,5286,2013,-2.005,-78.341
Rabaul,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,12,688,2013,-4.271,152.203
Colima,Confirmed Eruption,2,Mexico,México and Central America,14,3850,2013,19.514,-103.62
San Cristobal,Confirmed Eruption,2,Nicaragua,México and Central America,14,1745,2012,12.702,-87.004
Copahue,Confirmed Eruption,2,Chile-Argentina,South America,14,2953,2012,-37.856,-71.183
Langila,Confirmed Eruption,1,Papua New Guinea,Melanesia and Australia,2,1330,2012,-5.525,148.42
Tolbachik,Confirmed Eruption,4,Russia,Kamchatka and Mainland Asia,13,3611,2012,55.832,160.326
Tongariro,Confirmed Eruption,2,New Zealand,New Zealand to Fiji,14,1978,2012,-39.157,175.632
Chirpoi,Confirmed Eruption,0,Russia,Kuril Islands,1,742,2012,46.532,150.871
Ulawun,Confirmed Eruption,1,Papua New Guinea,Melanesia and Australia,14,2334,2012,-5.05,151.33
Pagan,Confirmed Eruption,2,United States,"Japan, Taiwan, Marianas",14,570,2012,18.13,145.8
Rincon de la Vieja,Confirmed Eruption,1,Costa Rica,México and Central America,2,1916,2012,10.83,-85.324
Raung,Confirmed Eruption,3,Indonesia,Indonesia,14,3260,2012,-8.119,114.056
Paluweh,Confirmed Eruption,2,Indonesia,Indonesia,14,875,2012,-8.32,121.708
Alaid,Confirmed Eruption,2,Russia,Kuril Islands,14,2285,2012,50.861,155.565
Marapi,Confirmed Eruption,1,Indonesia,Indonesia,2,2885,2012,-0.38,100.474
Gamalama,Confirmed Eruption,1,Indonesia,Indonesia,14,1715,2012,0.8,127.33
Lokon-Empung,Confirmed Eruption,2,Indonesia,Indonesia,14,1580,2012,1.358,124.792
San Cristobal,Confirmed Eruption,2,Nicaragua,México and Central America,14,1745,2012,12.702,-87.004
Heard,Confirmed Eruption,0,Australia,Middle East and Indian Ocean,14,2745,2012,-53.106,73.513
Klyuchevskoy,Confirmed Eruption,1,Russia,Kamchatka and Mainland Asia,14,4754,2012,56.056,160.642
Soputan,Confirmed Eruption,3,Indonesia,Indonesia,14,1785,2012,1.112,124.737
Etorofu-Yakeyama [Grozny Group],Confirmed Eruption,2,Japan - administered by Russia,Kuril Islands,2,1158,2012,45.012,147.871
Whakaari/White Island,Confirmed Eruption,2,New Zealand,New Zealand to Fiji,14,294,2012,-37.52,177.18
Tongariro,Confirmed Eruption,2,New Zealand,New Zealand to Fiji,14,1978,2012,-39.157,175.632
Monowai,Confirmed Eruption,0,New Zealand,New Zealand to Fiji,16,-132,2012,-25.887,-177.188
Havre Seamount,Confirmed Eruption,1,New Zealand,New Zealand to Fiji,16,-897,2012,-31.08,-179.033
Karangetang,Confirmed Eruption,2,Indonesia,Indonesia,14,1797,2012,2.781,125.407
Galeras,Confirmed Eruption,2,Colombia,South America,2,4276,2012,1.22,-77.37
Sirung,Confirmed Eruption,2,Indonesia,Indonesia,2,862,2012,-8.508,124.13
Ulawun,Confirmed Eruption,1,Papua New Guinea,Melanesia and Australia,14,2334,2012,-5.05,151.33
Witori,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,1,724,2012,-5.576,150.516
Masaya,Confirmed Eruption,1,Nicaragua,México and Central America,1,594,2012,11.985,-86.165
Marapi,Confirmed Eruption,1,Indonesia,Indonesia,2,2885,2012,-0.38,100.474
"Ruiz, Nevado del",Confirmed Eruption,3,Colombia,South America,14,5279,2012,4.892,-75.324
Rincon de la Vieja,Confirmed Eruption,1,Costa Rica,México and Central America,2,1916,2012,10.83,-85.324
Kanaga,Confirmed Eruption,2,United States,Alaska,14,1307,2012,51.923,-177.168
Ioto,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",1,169,2012,24.751,141.289
Karkar,Confirmed Eruption,3,Papua New Guinea,Melanesia and Australia,14,1839,2012,-4.649,145.964
Turrialba,Confirmed Eruption,2,Costa Rica,México and Central America,14,3340,2012,10.025,-83.767
Lewotolok,Confirmed Eruption,1,Indonesia,Indonesia,14,1431,2012,-8.274,123.508
Zubair Group,Confirmed Eruption,2,Yemen,Africa and Red Sea,13,191,2011,15.05,42.18
Kerinci,Confirmed Eruption,1,Indonesia,Indonesia,14,3800,2011,-1.697,101.264
Gamalama,Confirmed Eruption,2,Indonesia,Indonesia,14,1715,2011,0.8,127.33
Tungurahua,Confirmed Eruption,3,Ecuador,South America,14,5023,2011,-1.467,-78.442
Nyamulagira,Confirmed Eruption,2,DR Congo,Africa and Red Sea,13,3058,2011,-1.408,29.2
"Hudson, Cerro",Confirmed Eruption,2,Chile,South America,14,1905,2011,-45.9,-72.97
Hierro,Confirmed Eruption,2,Spain,Atlantic Ocean,13,1500,2011,27.73,-18.03
Gaua,Confirmed Eruption,1,Vanuatu,Melanesia and Australia,14,797,2011,-14.27,167.5
Rincon de la Vieja,Confirmed Eruption,1,Costa Rica,México and Central America,2,1916,2011,10.83,-85.324
San Cristobal,Confirmed Eruption,1,Nicaragua,México and Central America,14,1745,2011,12.702,-87.004
Marapi,Confirmed Eruption,2,Indonesia,Indonesia,2,2885,2011,-0.38,100.474
Krakatau,Confirmed Eruption,2,Indonesia,Indonesia,1,155,2011,-6.102,105.423
Cleveland,Confirmed Eruption,2,United States,Alaska,14,1730,2011,52.825,-169.944
Soputan,Confirmed Eruption,3,Indonesia,Indonesia,14,1785,2011,1.112,124.737
Lokon-Empung,Confirmed Eruption,2,Indonesia,Indonesia,14,1580,2011,1.358,124.792
"Lengai, Ol Doinyo",Confirmed Eruption,0,Tanzania,Africa and Red Sea,14,2962,2011,-2.764,35.914
Nabro,Confirmed Eruption,4,Eritrea,Africa and Red Sea,14,2218,2011,13.37,41.7
Sangay,Confirmed Eruption,2,Ecuador,South America,14,5286,2011,-2.005,-78.341
Puyehue-Cordon Caulle,Confirmed Eruption,5,Chile,South America,14,2236,2011,-40.59,-72.117
Ambae,Confirmed Eruption,1,Vanuatu,Melanesia and Australia,13,1496,2011,-15.389,167.835
Grimsvotn,Confirmed Eruption,4,Iceland,Iceland and Arctic Ocean,1,1719,2011,64.416,-17.316
Asosan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",1,1592,2011,32.884,131.104
Semeru,Confirmed Eruption,2,Indonesia,Indonesia,14,3657,2011,-8.108,112.922
Pagan,Confirmed Eruption,2,United States,"Japan, Taiwan, Marianas",14,570,2011,18.13,145.8
Tungurahua,Confirmed Eruption,2,Ecuador,South America,14,5023,2011,-1.467,-78.442
Axial Seamount,Confirmed Eruption,0,Undersea Features,Hawaii and Pacific Ocean,16,-1410,2011,45.95,-130
Klyuchevskoy,Confirmed Eruption,1,Russia,Kamchatka and Mainland Asia,14,4754,2011,56.056,160.642
Rabaul,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,12,688,2011,-4.271,152.203
Karangetang,Confirmed Eruption,2,Indonesia,Indonesia,14,1797,2011,2.781,125.407
Telica,Confirmed Eruption,2,Nicaragua,México and Central America,14,1036,2011,12.606,-86.84
Lokon-Empung,Confirmed Eruption,1,Indonesia,Indonesia,14,1580,2011,1.358,124.792
Planchon-Peteroa,Confirmed Eruption,3,Chile,South America,14,3977,2011,-35.223,-70.568
Kirishimayama,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",13,1700,2011,31.934,130.862
Turrialba,Confirmed Eruption,1,Costa Rica,México and Central America,14,3340,2011,10.025,-83.767
Dallol,Confirmed Eruption,0,Ethiopia,Africa and Red Sea,7,-48,2011,14.242,40.3
Tengger Caldera,Confirmed Eruption,3,Indonesia,Indonesia,14,2329,2010,-7.942,112.95
Tungurahua,Confirmed Eruption,3,Ecuador,South America,14,5023,2010,-1.467,-78.442
Kizimen,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,14,2334,2010,55.131,160.32
Bulusan,Confirmed Eruption,2,Philippines,Philippines and SE Asia,14,1535,2010,12.769,124.056
Merapi,Confirmed Eruption,4,Indonesia,Indonesia,14,2910,2010,-7.54,110.446
Krakatau,Confirmed Eruption,2,Indonesia,Indonesia,1,155,2010,-6.102,105.423
"Fournaise, Piton de la",Confirmed Eruption,1,France,Middle East and Indian Ocean,13,2632,2010,-21.244,55.708
Barren Island,Confirmed Eruption,2,India,Indonesia,14,354,2010,12.278,93.858
Planchon-Peteroa,Confirmed Eruption,2,Chile,South America,14,3977,2010,-35.223,-70.568
Sinabung,Confirmed Eruption,2,Indonesia,Indonesia,14,2460,2010,3.17,98.392
Etna,Confirmed Eruption,1,Italy,Mediterranean and Western Asia,14,3320,2010,37.748,14.999
Galeras,Confirmed Eruption,2,Colombia,South America,2,4276,2010,1.22,-77.37
Manam,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,14,1807,2010,-4.08,145.037
Karangetang,Confirmed Eruption,3,Indonesia,Indonesia,14,1797,2010,2.781,125.407
Rabaul,Confirmed Eruption,1,Papua New Guinea,Melanesia and Australia,12,688,2010,-4.271,152.203
Ebeko,Confirmed Eruption,1,Russia,Kuril Islands,14,1103,2010,50.686,156.014
Ekarma,Confirmed Eruption,2,Russia,Kuril Islands,14,1170,2010,48.958,153.93
San Cristobal,Confirmed Eruption,2,Nicaragua,México and Central America,14,1745,2010,12.702,-87.004
Gorely,Confirmed Eruption,1,Russia,Kamchatka and Mainland Asia,1,1799,2010,52.559,158.03
Cleveland,Confirmed Eruption,2,United States,Alaska,14,1730,2010,52.825,-169.944
South Sarigan Seamount,Confirmed Eruption,3,United States,"Japan, Taiwan, Marianas",16,-184,2010,16.58,145.78
Ulawun,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,14,2334,2010,-5.05,151.33
Bezymianny,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,14,2882,2010,55.972,160.595
Pagan,Confirmed Eruption,1,United States,"Japan, Taiwan, Marianas",14,570,2010,18.13,145.8
Miyakejima,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",14,775,2010,34.094,139.526
Etna,Confirmed Eruption,2,Italy,Mediterranean and Western Asia,14,3320,2010,37.748,14.999
Kirishimayama,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",13,1700,2010,31.934,130.862
Eyjafjallajokull,Confirmed Eruption,4,Iceland,Iceland and Arctic Ocean,14,1651,2010,63.633,-19.633
Fukutoku-Oka-no-Ba,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",16,-29,2010,24.285,141.481
Semeru,Confirmed Eruption,2,Indonesia,Indonesia,14,3657,2010,-8.108,112.922
Turrialba,Confirmed Eruption,2,Costa Rica,México and Central America,14,3340,2010,10.025,-83.767
Nyamulagira,Confirmed Eruption,1,DR Congo,Africa and Red Sea,13,3058,2010,-1.408,29.2
Tungurahua,Confirmed Eruption,3,Ecuador,South America,14,5023,2010,-1.467,-78.442
Bezymianny,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,14,2882,2009,55.972,160.595
Concepcion,Confirmed Eruption,1,Nicaragua,México and Central America,14,1700,2009,11.538,-85.622
Villarrica,Confirmed Eruption,1,Chile,South America,14,2847,2009,-39.42,-71.93
Poas,Confirmed Eruption,1,Costa Rica,México and Central America,14,2697,2009,10.2,-84.233
"Fournaise, Piton de la",Confirmed Eruption,1,France,Middle East and Indian Ocean,13,2632,2009,-21.244,55.708
Cleveland,Confirmed Eruption,2,United States,Alaska,14,1730,2009,52.825,-169.944
Gaua,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,14,797,2009,-14.27,167.5
Dieng Volcanic Complex,Confirmed Eruption,1,Indonesia,Indonesia,2,2565,2009,-7.2,109.879
Langila,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,2,1330,2009,-5.525,148.42
Mayon,Confirmed Eruption,2,Philippines,Philippines and SE Asia,14,2462,2009,13.257,123.685
San Cristobal,Confirmed Eruption,2,Nicaragua,México and Central America,14,1745,2009,12.702,-87.004
Klyuchevskoy,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,14,4754,2009,56.056,160.642
Manda Hararo,Confirmed Eruption,2,Ethiopia,Africa and Red Sea,13,600,2009,12.17,40.82
Cleveland,Confirmed Eruption,2,United States,Alaska,14,1730,2009,52.825,-169.944
Sarychev Peak,Confirmed Eruption,4,Russia,Kuril Islands,14,1496,2009,48.092,153.2
Monowai,Confirmed Eruption,0,New Zealand,New Zealand to Fiji,16,-132,2009,-25.887,-177.188
Rinjani,Confirmed Eruption,2,Indonesia,Indonesia,14,3726,2009,-8.42,116.47
Slamet,Confirmed Eruption,1,Indonesia,Indonesia,14,3428,2009,-7.242,109.208
Fernandina,Confirmed Eruption,2,Ecuador,South America,13,1476,2009,-0.37,-91.55
Miyakejima,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",14,775,2009,34.094,139.526
Kerinci,Confirmed Eruption,1,Indonesia,Indonesia,14,3800,2009,-1.697,101.264
Krakatau,Confirmed Eruption,2,Indonesia,Indonesia,1,155,2009,-6.102,105.423
Hunga Tonga-Hunga Ha'apai,Confirmed Eruption,2,Tonga,New Zealand to Fiji,16,114,2009,-20.536,-175.382
Redoubt,Confirmed Eruption,3,United States,Alaska,14,3108,2009,60.485,-152.742
Ebeko,Confirmed Eruption,1,Russia,Kuril Islands,14,1103,2009,50.686,156.014
Villarrica,Confirmed Eruption,1,Chile,South America,14,2847,2009,-39.42,-71.93
Asamayama,Confirmed Eruption,2,Japan,"Japan, Taiwan, Marianas",2,2568,2009,36.406,138.523
Dieng Volcanic Complex,Confirmed Eruption,1,Indonesia,Indonesia,2,2565,2009,-7.2,109.879
Poas,Confirmed Eruption,1,Costa Rica,México and Central America,14,2697,2009,10.2,-84.233
Cleveland,Confirmed Eruption,2,United States,Alaska,14,1730,2009,52.825,-169.944
Dempo,Confirmed Eruption,1,Indonesia,Indonesia,14,3142,2009,-4.016,103.121
Koryaksky,Confirmed Eruption,2,Russia,Kamchatka and Mainland Asia,14,3430,2008,53.321,158.712
Karangetang,Confirmed Eruption,2,Indonesia,Indonesia,14,1797,2008,2.781,125.407
San Cristobal,Confirmed Eruption,1,Nicaragua,México and Central America,14,1745,2008,12.702,-87.004
Akan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",1,1499,2008,43.384,144.013
Tafu-Maka,Confirmed Eruption,0,Tonga,New Zealand to Fiji,16,-1400,2008,-15.37,-174.23
West Mata,Confirmed Eruption,0,Tonga,New Zealand to Fiji,16,-1174,2008,-15.1,-173.75
Alu-Dalafilla,Confirmed Eruption,3,Ethiopia,Africa and Red Sea,21,578,2008,13.793,40.553
"Huila, Nevado del",Confirmed Eruption,3,Colombia,South America,14,5364,2008,2.93,-76.03
Villarrica,Confirmed Eruption,1,Chile,South America,14,2847,2008,-39.42,-71.93
Galeras,Confirmed Eruption,3,Colombia,South America,2,4276,2008,1.22,-77.37
Klyuchevskoy,Confirmed Eruption,1,Russia,Kamchatka and Mainland Asia,14,4754,2008,56.056,160.642
"Fournaise, Piton de la",Confirmed Eruption,1,France,Middle East and Indian Ocean,13,2632,2008,-21.244,55.708
Tinakula,Confirmed Eruption,1,Solomon Islands,Melanesia and Australia,14,796,2008,-10.386,165.804
Kirishimayama,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",13,1700,2008,31.934,130.862
Mayon,Confirmed Eruption,1,Philippines,Philippines and SE Asia,14,2462,2008,13.257,123.685
Asamayama,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",2,2568,2008,36.406,138.523
Kasatochi,Confirmed Eruption,4,United States,Alaska,14,314,2008,52.177,-175.508
Concepcion,Confirmed Eruption,1,Nicaragua,México and Central America,14,1700,2008,11.538,-85.622
Chikurachki,Confirmed Eruption,2,Russia,Kuril Islands,14,1781,2008,50.324,155.461
Reventador,Confirmed Eruption,2,Ecuador,South America,14,3562,2008,-0.077,-77.656
Krummel-Garbuna-Welcker,Confirmed Eruption,2,Papua New Guinea,Melanesia and Australia,14,564,2008,-5.416,150.027
Okmok,Confirmed Eruption,4,United States,Alaska,13,1073,2008,53.43,-168.13
Bezymianny,Confirmed Eruption,3,Russia,Kamchatka and Mainland Asia,14,2882,2008,55.972,160.595
Telica,Confirmed Eruption,1,Nicaragua,México and Central America,14,1036,2008,12.606,-86.84
Rumble III,Confirmed Eruption,0,New Zealand,New Zealand to Fiji,16,-220,2008,-35.745,178.478
San Cristobal,Confirmed Eruption,1,Nicaragua,México and Central America,14,1745,2008,12.702,-87.004
Raung,Confirmed Eruption,2,Indonesia,Indonesia,14,3260,2008,-8.119,114.056
Soputan,Confirmed Eruption,3,Indonesia,Indonesia,14,1785,2008,1.112,124.737
"Azul, Cerro",Confirmed Eruption,1,Ecuador,South America,13,1640,2008,-0.92,-91.408
Ambrym,Confirmed Eruption,2,Vanuatu,Melanesia and Australia,12,1334,2008,-16.25,168.12
Barren Island,Confirmed Eruption,2,India,Indonesia,14,354,2008,12.278,93.858
Etna,Confirmed Eruption,1,Italy,Mediterranean and Western Asia,14,3320,2008,37.748,14.999
Miyakejima,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",14,775,2008,34.094,139.526
Chaiten,Confirmed Eruption,4,Chile,South America,1,1122,2008,-42.833,-72.646
Masaya,Confirmed Eruption,1,Nicaragua,México and Central America,1,594,2008,11.985,-86.165
Egon,Confirmed Eruption,2,Indonesia,Indonesia,14,1661,2008,-8.676,122.455
Ibu,Confirmed Eruption,1,Indonesia,Indonesia,14,1325,2008,1.488,127.63
Kerinci,Confirmed Eruption,1,Indonesia,Indonesia,14,3800,2008,-1.697,101.264
Krummel-Garbuna-Welcker,Confirmed Eruption,1,Papua New Guinea,Melanesia and Australia,14,564,2008,-5.416,150.027
Veniaminof,Confirmed Eruption,1,United States,Alaska,14,2507,2008,56.17,-159.38
Asosan,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",1,1592,2008,32.884,131.104
Monowai,Confirmed Eruption,0,New Zealand,New Zealand to Fiji,16,-132,2008,-25.887,-177.188
Poas,Confirmed Eruption,1,Costa Rica,México and Central America,14,2697,2008,10.2,-84.233
Miyakejima,Confirmed Eruption,1,Japan,"Japan, Taiwan, Marianas",14,775,2008,34.094,139.526
"Huila, Nevado del",Confirmed Eruption,2,Colombia,South America,14,5364,2008,2.93,-76.03
Llaima,Confirmed Eruption,3,Chile,South America,14,3125,2008,-38.692,-71.729
Talang,Confirmed Eruption,2,Indonesia,Indonesia,14,2575,2007,-0.979,100.681
Anatahan,Confirmed Eruption,2,United States,"Japan, Taiwan, Marianas",14,790,2007,16.35,145.67
Concepcion,Confirmed Eruption,2,Nicaragua,México and Central America,14,1700,2007,11.538,-85.622
San Cristobal,Confirmed Eruption,1,Nicaragua,México and Central America,14,1745,2007,12.702,-87.004
Telica,Confirmed Eruption,1,Nicaragua,México and Central America,14,1036,2007,12.606,-86.84
Krakatau,Confirmed Eruption,2,Indonesia,Indonesia,1,155,2007,-6.102,105.423
Kelud,Confirmed Eruption,2,Indonesia,Indonesia,14,1730,2007,-7.935,112.314
Galeras,Confirmed Eruption,3,Colombia,South America,2,4276,2007,1.22,-77.37
"Tair, Jebel at",Confirmed Eruption,3,Yemen,Africa and Red Sea,14,244,2007,15.55,41.83
Ruapehu,Confirmed Eruption,1,New Zealand,New Zealand to Fiji,14,2797,2007,-39.28,175.57
Kerinci,Confirmed Eruption,1,Indonesia,Indonesia,14,3800,2007,-1.697,101.264
Witori,Confirmed Eruption,1,Papua New Guinea,Melanesia and Australia,1,724,2007,-5.576,150.516
Chikurachki,Confirmed Eruption,2,Russia,Kuril Islands,14,1781,2007,50.324,155.461
Pavlof,Confirmed Eruption,2,United States,Alaska,14,2493,2007,55.417,-161.894
Manda Hararo,Confirmed Eruption,2,Ethiopia,Africa and Red Sea,13,600,2007,12.17,40.82
Raung,Confirmed Eruption,2,Indonesia,Indonesia,14,3260,2007,-8.119,114.056
Gamkonora,Confirmed Eruption,2,Indonesia,Indonesia,14,1635,2007,1.38,127.53
Cleveland,Confirmed Eruption,2,United States,Alaska,14,1730,2007,52.825,-169.944
Soputan,Confirmed Eruption,3,Indonesia,Indonesia,14,1785,2007,1.112,124.737
"Lengai, Ol Doinyo",Confirmed Eruption,3,Tanzania,Africa and Red Sea,14,2962,2007,-2.764,35.914
Llaima,Confirmed Eruption,2,Chile,South America,14,3125,2007,-38.692,-71.729
Ritter Island,Confirmed Eruption,1,Papua New Guinea,Melanesia and Australia,14,75,2007,-5.519,148.115
